customer_id,treatment,conversion,visit,exposure,class
IN-Beta-63313,1,0,0,0,Lost Cause
IN-Chha-61081,1,0,0,0,Lost Cause
IN-Hung-88097,1,0,0,0,Lost Cause
IN-Moga-29214,1,0,0,0,Lost Cause
IN-Pudu-50560,1,0,0,0,Lost Cause
IN-Sath-14504,1,0,0,0,Lost Cause
IN-Gaje-30064,0,0,0,0,Lost Cause
IN-Khed-86505,1,0,0,0,Lost Cause
IN-Domb-38775,1,0,0,0,Lost Cause
IN-Moga-24840,1,0,0,0,Lost Cause
IN-Samb-26788,1,0,0,0,Lost Cause
IN-Kund-68646,1,0,0,0,Lost Cause
IN-Dhar-74079,1,0,0,0,Lost Cause
IN-Moga-24008,1,0,0,0,Lost Cause
IN-Narw-61814,0,0,0,0,Lost Cause
IN-Gari-82562,0,0,0,0,Lost Cause
IN-Kala-91440,1,0,0,0,Lost Cause
IN-Aist-31791,0,0,0,0,Lost Cause
IN-Manj-46710,0,0,0,0,Lost Cause
IN-Barb-68788,0,0,0,0,Lost Cause
IN-Barp-97461,1,0,0,0,Lost Cause
IN-Akle-1617,1,0,0,0,Lost Cause
IN-Beta-93723,1,0,0,0,Lost Cause
IN-Kend-80823,1,0,0,0,Lost Cause
IN-Gaje-17829,0,0,0,0,Lost Cause
IN-Kang-78077,0,0,0,0,Lost Cause
IN-Soja-80130,1,0,0,0,Lost Cause
IN-Domb-68015,1,0,0,0,Lost Cause
IN-Paro-27420,1,0,0,0,Lost Cause
IN-Tiru-8232,1,0,0,0,Lost Cause
IN-Pune-47688,1,0,0,0,Lost Cause
IN-Bach-42980,0,0,0,0,Lost Cause
IN-Dhar-7125,1,0,1,0,Persuadables
IN-Meer-72821,1,0,0,0,Dont Disturb
IN-Lal -91874,1,0,0,0,Lost Cause
IN-Diam-26230,1,0,0,0,Lost Cause
IN-Deol-71376,1,0,0,0,Lost Cause
IN-Tiru-85970,0,0,0,0,Lost Cause
IN-Gora-29942,1,0,1,0,Persuadables
IN-Rang-73442,1,0,0,0,Lost Cause
IN-Pune-38295,1,0,0,0,Lost Cause
IN-Tegh-64221,1,0,1,0,Persuadables
IN-Cala-84271,1,0,0,0,Lost Cause
IN-Puja-51600,1,0,0,0,Lost Cause
IN-Domb-4515,1,0,0,0,Lost Cause
IN-Aist-34948,1,0,0,0,Lost Cause
IN-Srin-71203,1,0,0,0,Lost Cause
IN-Jash-69899,0,0,0,0,Lost Cause
IN-Kash-38186,1,0,0,0,Lost Cause
IN-Moga-84430,1,0,0,0,Lost Cause
IN-Chha-61220,1,0,0,0,Lost Cause
IN-Domb-98790,1,0,0,0,Lost Cause
IN-Cham-94002,1,0,0,0,Lost Cause
IN-Robe-62772,1,0,0,0,Lost Cause
IN-Sirs-75556,1,0,0,0,Lost Cause
IN-Kend-97940,1,0,0,0,Lost Cause
IN-Gari-99041,1,0,0,0,Lost Cause
IN-Sheo-55992,1,0,0,0,Lost Cause
IN-Adra-19307,1,0,0,0,Lost Cause
IN-Meer-41925,1,0,0,0,Lost Cause
IN-Tiru-98936,1,0,0,0,Lost Cause
IN-Kash-90569,0,0,0,0,Lost Cause
IN-Srin-81149,1,0,0,0,Lost Cause
IN-Srin-85183,1,0,0,0,Lost Cause
IN-Gaje-97993,1,0,0,0,Lost Cause
IN-Sath-56186,1,0,0,0,Lost Cause
IN-Soja-25772,1,0,0,0,Lost Cause
IN-Dava-83306,0,0,0,0,Lost Cause
IN-Gora-11862,1,0,0,0,Lost Cause
IN-Peri-75707,1,0,0,0,Lost Cause
IN-Rafi-76829,1,0,1,0,Sure Thing
IN-Mala-97674,0,0,0,0,Lost Cause
IN-Puja-48636,1,0,0,0,Lost Cause
IN-Rang-49835,0,0,0,0,Lost Cause
IN-Aist-20113,1,0,0,0,Lost Cause
IN-Jais-61903,0,0,1,0,Dont Disturb
IN-Kang-38148,1,0,0,0,Lost Cause
IN-Ging-46499,1,0,0,0,Lost Cause
IN-Kund-53469,1,0,0,0,Lost Cause
IN-Patt-57265,0,0,0,0,Lost Cause
IN-Barp-59450,1,0,0,0,Lost Cause
IN-Moga-12085,0,0,0,0,Lost Cause
IN-Kang-75526,0,0,0,0,Lost Cause
IN-Akle-82366,1,0,0,0,Lost Cause
IN-Adra-47823,1,0,0,0,Lost Cause
IN-Bhub-51224,1,0,0,0,Lost Cause
IN-Aist-17860,1,0,0,0,Lost Cause
IN-Udum-58674,0,0,0,0,Lost Cause
IN-Cham-70652,0,0,0,0,Lost Cause
IN-Narw-60726,1,0,0,0,Lost Cause
IN-Robe-85155,1,0,0,0,Lost Cause
IN-Lete-53864,1,0,0,0,Lost Cause
IN-Gari-84870,0,0,0,0,Lost Cause
IN-Gaje-6011,1,0,0,0,Lost Cause
IN-Tiru-2756,1,0,0,0,Lost Cause
IN-Tiru-31029,1,0,0,0,Lost Cause
IN-Barb-20471,1,0,0,0,Lost Cause
IN-Chha-63883,1,0,1,1,Persuadables
IN-Kend-17767,1,0,0,0,Lost Cause
IN-Cala-3728,1,0,0,0,Lost Cause
IN-Hung-37866,0,0,0,0,Lost Cause
IN-Amre-34549,1,0,1,0,Persuadables
IN-Puja-23613,1,0,0,0,Lost Cause
IN-Khed-36129,1,0,1,0,Sure Thing
IN-Madh-81717,1,0,0,0,Lost Cause
IN-Uran-72534,1,0,0,0,Lost Cause
IN-Pilk-15662,1,0,1,0,Sure Thing
IN-Kala-44286,1,0,0,0,Lost Cause
IN-Osma-20314,1,0,1,0,Persuadables
IN-Manj-20415,0,0,0,0,Lost Cause
IN-Peri-48955,1,0,0,0,Lost Cause
IN-Elam-94,1,0,0,0,Lost Cause
IN-Hald-86175,1,0,0,0,Lost Cause
IN-Rang-28625,1,0,0,0,Lost Cause
IN-Bhub-94433,1,0,0,0,Lost Cause
IN-Meer-74403,0,0,1,0,Dont Disturb
IN-Patt-54807,1,0,0,0,Lost Cause
IN-Bhay-42744,1,0,0,0,Lost Cause
IN-Sath-91971,1,0,0,0,Lost Cause
IN-Supa-27484,1,0,0,0,Lost Cause
IN-Tegh-84673,0,0,0,0,Lost Cause
IN-Mala-64842,0,0,0,0,Lost Cause
IN-Udum-28670,0,0,0,0,Lost Cause
IN-Paro-4139,1,0,0,0,Lost Cause
IN-Deol-53735,1,0,0,0,Lost Cause
IN-Pudu-24662,1,0,0,0,Lost Cause
IN-Dals-97657,1,0,0,0,Lost Cause
IN-Meer-52989,1,0,0,0,Lost Cause
IN-Manj-15689,0,0,0,0,Lost Cause
IN-Bhay-65658,0,0,0,0,Lost Cause
IN-Supa-4785,1,0,0,0,Lost Cause
IN-Uran-95501,1,0,0,0,Lost Cause
IN-Soja-43691,0,0,0,0,Lost Cause
IN-Udum-77619,1,0,0,0,Lost Cause
IN-Samb-40267,1,0,0,0,Lost Cause
IN-Chha-71507,1,0,0,0,Lost Cause
IN-Srin-9234,1,0,0,0,Lost Cause
IN-Osma-1387,1,0,0,0,Lost Cause
IN-Cala-93863,1,0,0,0,Lost Cause
IN-Meer-43359,1,0,0,0,Lost Cause
IN-Kash-20936,1,0,0,0,Lost Cause
IN-Alwa-74827,1,0,0,0,Lost Cause
IN-Amre-74576,1,0,0,0,Lost Cause
IN-Supa-30340,1,0,0,0,Lost Cause
IN-Cala-86931,1,0,0,0,Lost Cause
IN-Alwa-33012,1,0,0,0,Lost Cause
IN-Supa-84901,1,0,0,0,Lost Cause
IN-Robe-46271,1,0,0,0,Lost Cause
IN-Akle-85263,1,0,0,0,Lost Cause
IN-Pilk-82973,1,0,0,0,Lost Cause
IN-Diam-97998,1,0,0,0,Lost Cause
IN-Alwa-79469,1,0,0,0,Lost Cause
IN-Domb-25204,1,0,0,0,Lost Cause
IN-Akle-68533,1,0,0,0,Lost Cause
IN-Osma-40484,1,0,0,0,Lost Cause
IN-Gora-29118,1,0,0,0,Lost Cause
IN-Barp-26832,1,0,0,0,Lost Cause
IN-Puja-14886,1,0,0,0,Lost Cause
IN-Rafi-28757,0,0,0,0,Lost Cause
IN-Sirs-4189,1,0,0,0,Lost Cause
IN-Hung-24037,1,0,1,0,Persuadables
IN-Sath-14141,1,0,0,0,Lost Cause
IN-Diam-76458,1,0,0,0,Lost Cause
IN-Lete-95998,1,0,0,1,Lost Cause
IN-Tegh-45917,0,0,0,0,Lost Cause
IN-Cala-80340,1,0,0,0,Lost Cause
IN-Lal -17444,1,0,0,0,Lost Cause
IN-Udum-84931,1,0,0,0,Lost Cause
IN-Elam-49069,1,0,0,0,Lost Cause
IN-Dhar-21329,1,0,1,0,Sure Thing
IN-Puja-54572,1,0,0,0,Lost Cause
IN-Kang-83404,1,0,0,0,Lost Cause
IN-Tegh-13119,1,0,0,0,Lost Cause
IN-Bach-6112,1,0,0,0,Lost Cause
IN-Barp-73412,1,0,0,0,Lost Cause
IN-Gora-46422,1,0,0,0,Lost Cause
IN-Barp-19767,1,0,0,0,Lost Cause
IN-Adra-651,0,0,0,0,Lost Cause
IN-Alwa-74644,0,0,0,0,Lost Cause
IN-Pudu-33315,1,0,0,0,Lost Cause
IN-Mala-18710,1,0,0,0,Lost Cause
IN-Aist-14836,1,0,0,0,Lost Cause
IN-Gaje-53071,1,0,0,0,Lost Cause
IN-Pilk-41631,1,0,0,0,Lost Cause
IN-Kund-77135,1,0,0,0,Lost Cause
IN-Madh-86177,1,1,1,1,Sure Thing
IN-Khed-54384,1,0,0,1,Lost Cause
IN-Rang-29134,1,0,1,0,Persuadables
IN-Elam-88180,1,0,0,0,Lost Cause
IN-Sheo-28487,1,0,0,0,Lost Cause
IN-Khed-52489,1,0,0,0,Lost Cause
IN-Adra-95274,0,0,0,0,Lost Cause
IN-Uran-78524,1,0,0,0,Lost Cause
IN-Uran-32463,1,0,0,0,Lost Cause
IN-Pilk-8439,1,0,0,0,Lost Cause
IN-Ging-40136,0,0,0,0,Lost Cause
IN-Dals-61570,1,0,0,0,Lost Cause
IN-Peri-27790,0,0,0,0,Lost Cause
IN-Hald-31000,1,0,0,0,Lost Cause
IN-Udum-24642,1,0,0,0,Lost Cause
IN-Kang-40244,1,0,0,0,Lost Cause
IN-Domb-95663,0,0,0,0,Lost Cause
IN-Kala-51794,1,0,0,0,Lost Cause
IN-Kund-65660,1,0,0,0,Lost Cause
IN-Aist-14249,1,0,0,0,Lost Cause
IN-Uran-99127,1,0,0,0,Lost Cause
IN-Gora-16307,1,0,0,0,Lost Cause
IN-Kash-38331,1,0,0,0,Lost Cause
IN-Bhub-47626,1,0,0,0,Lost Cause
IN-Ging-92287,1,0,0,0,Lost Cause
IN-Jash-21798,1,0,0,0,Lost Cause
IN-Paro-80469,1,0,0,0,Lost Cause
IN-Pilk-99279,1,0,0,0,Lost Cause
IN-Cala-73691,1,0,0,0,Lost Cause
IN-Elam-42329,1,0,0,0,Lost Cause
IN-Cham-60975,1,0,0,0,Lost Cause
IN-Amre-45446,1,0,0,0,Lost Cause
IN-Domb-15813,1,0,0,0,Lost Cause
IN-Bhub-70897,0,0,0,0,Lost Cause
IN-Khed-88486,1,0,0,0,Lost Cause
IN-Raja-10194,0,0,0,0,Lost Cause
IN-Alwa-82363,1,0,0,0,Lost Cause
IN-Robe-62267,1,0,0,0,Lost Cause
IN-Sirs-4553,1,0,0,1,Lost Cause
IN-Udum-10614,1,0,0,0,Lost Cause
IN-Meer-6700,1,0,0,0,Lost Cause
IN-Amre-95813,1,0,0,0,Lost Cause
IN-Alwa-45701,0,0,0,0,Lost Cause
IN-Tegh-83380,1,0,0,0,Lost Cause
IN-Jash-77092,1,0,0,0,Lost Cause
IN-Sirs-36587,0,0,0,0,Lost Cause
IN-Tegh-92150,1,0,0,0,Lost Cause
IN-Uran-35543,1,0,0,0,Lost Cause
IN-Deol-38122,1,0,0,0,Lost Cause
IN-Robe-62176,1,0,0,0,Lost Cause
IN-Tegh-31688,1,0,0,0,Lost Cause
IN-Kash-98663,0,0,0,0,Lost Cause
IN-Peri-55444,1,0,0,0,Lost Cause
IN-Jais-86476,0,0,0,0,Lost Cause
IN-Chha-23292,1,0,0,0,Lost Cause
IN-Elam-28991,0,0,0,0,Lost Cause
IN-Sheo-69675,1,0,1,0,Persuadables
IN-Adra-78226,1,0,0,0,Lost Cause
IN-Gari-9797,1,0,0,0,Lost Cause
IN-Puja-47849,1,0,0,0,Lost Cause
IN-Uran-31590,1,0,0,0,Lost Cause
IN-Supa-80476,1,0,0,0,Lost Cause
IN-Kang-24116,1,0,0,0,Lost Cause
IN-Tali-9761,1,0,1,0,Persuadables
IN-Gari-4611,0,0,0,0,Lost Cause
IN-Patt-17676,1,0,0,0,Lost Cause
IN-Pudu-2487,1,0,0,0,Lost Cause
IN-Manj-33677,1,0,0,0,Lost Cause
IN-Narw-74850,1,0,0,0,Lost Cause
IN-Jash-13030,1,0,0,0,Lost Cause
IN-Pilk-30704,1,0,0,0,Lost Cause
IN-Hung-841,0,0,0,0,Lost Cause
IN-Kund-85126,1,0,0,0,Lost Cause
IN-Samb-77776,1,0,0,0,Lost Cause
IN-Bhub-83404,1,0,0,0,Lost Cause
IN-Beta-68599,1,0,0,0,Lost Cause
IN-Lal -26100,0,0,0,0,Lost Cause
IN-Manj-88916,1,0,0,0,Lost Cause
IN-Rafi-49024,1,0,0,0,Lost Cause
IN-Samb-10017,1,0,0,0,Lost Cause
IN-Narw-16958,1,0,0,0,Lost Cause
IN-Deol-14427,1,0,0,0,Lost Cause
IN-Udum-21155,0,0,0,0,Lost Cause
IN-Bhay-96268,1,0,0,0,Lost Cause
IN-Gora-47,1,0,0,0,Lost Cause
IN-Gora-93299,1,0,0,0,Lost Cause
IN-Rafi-53234,1,0,0,0,Lost Cause
IN-Dava-10812,1,0,0,0,Lost Cause
IN-Jash-10680,1,0,0,0,Lost Cause
IN-Gari-98339,1,0,0,0,Lost Cause
IN-Osma-15831,1,0,0,0,Lost Cause
IN-Saha-42948,1,0,0,0,Lost Cause
IN-Pand-83301,1,0,0,0,Lost Cause
IN-Dhar-95212,1,0,0,0,Lost Cause
IN-Osma-57873,1,0,0,0,Lost Cause
IN-Udum-75420,1,0,0,0,Lost Cause
IN-Domb-38186,1,0,0,0,Lost Cause
IN-Pand-18956,1,0,0,0,Lost Cause
IN-Akle-60634,1,0,0,0,Lost Cause
IN-Sirs-57348,0,0,0,0,Lost Cause
IN-Moga-55025,0,0,0,0,Lost Cause
IN-Elam-92861,1,0,0,0,Lost Cause
IN-Elam-46604,1,0,0,0,Lost Cause
IN-Pune-63418,1,0,0,0,Lost Cause
IN-Tiru-59434,1,0,0,0,Lost Cause
IN-Cala-60672,0,0,0,0,Lost Cause
IN-Robe-134,1,0,0,0,Lost Cause
IN-Akle-24564,1,0,0,0,Lost Cause
IN-Madh-26778,1,0,0,0,Lost Cause
IN-Amre-33572,1,0,0,0,Lost Cause
IN-Bhay-46930,1,0,0,0,Lost Cause
IN-Uran-8380,1,0,0,0,Lost Cause
IN-Cala-95679,1,0,0,0,Lost Cause
IN-Pudu-41211,1,0,0,0,Lost Cause
IN-Dava-97610,1,0,0,0,Lost Cause
IN-Gora-52234,1,0,0,0,Lost Cause
IN-Gari-23690,1,0,0,0,Lost Cause
IN-Domb-87543,1,0,0,0,Lost Cause
IN-Moga-38789,1,0,0,0,Lost Cause
IN-Moga-23534,1,0,0,0,Lost Cause
IN-Bhay-89708,1,0,0,0,Lost Cause
IN-Lete-7935,1,0,0,0,Lost Cause
IN-Dals-85524,1,0,0,0,Lost Cause
IN-Pune-65371,1,0,0,0,Lost Cause
IN-Lal -90535,1,0,0,0,Lost Cause
IN-Tali-60786,1,0,0,0,Lost Cause
IN-Kash-77455,0,0,0,0,Lost Cause
IN-Dhar-30847,1,0,0,0,Lost Cause
IN-Dava-70198,0,0,0,0,Lost Cause
IN-Samb-68840,1,0,0,0,Lost Cause
IN-Beta-37248,1,0,0,0,Lost Cause
IN-Puja-86020,0,0,0,0,Lost Cause
IN-Akle-15665,1,0,1,0,Persuadables
IN-Moga-34438,1,0,0,0,Lost Cause
IN-Gari-94538,1,0,0,0,Lost Cause
IN-Tiru-20084,1,0,0,0,Lost Cause
IN-Robe-64157,0,0,0,0,Lost Cause
IN-Barp-98255,0,0,0,0,Lost Cause
IN-Alwa-59535,1,0,0,0,Lost Cause
IN-Adra-20913,1,0,0,0,Lost Cause
IN-Dhar-11524,1,0,0,0,Lost Cause
IN-Dava-59343,1,0,0,0,Lost Cause
IN-Tali-27765,1,0,0,0,Lost Cause
IN-Domb-27571,1,0,0,0,Lost Cause
IN-Sheo-54641,1,0,0,0,Lost Cause
IN-Domb-86704,1,0,0,0,Lost Cause
IN-Osma-87502,1,0,0,1,Lost Cause
IN-Kund-58431,1,0,0,0,Lost Cause
IN-Gari-4467,1,0,0,0,Lost Cause
IN-Pudu-13742,1,0,0,0,Lost Cause
IN-Raja-16937,0,0,0,0,Lost Cause
IN-Soja-99932,1,0,0,0,Lost Cause
IN-Lal -96504,0,0,0,0,Lost Cause
IN-Kash-62364,1,0,0,0,Lost Cause
IN-Bhay-68955,1,0,0,0,Lost Cause
IN-Paro-86768,1,0,0,0,Lost Cause
IN-Dhar-51778,1,0,1,1,Persuadables
IN-Hung-18830,1,0,0,0,Lost Cause
IN-Kund-44686,1,0,0,0,Lost Cause
IN-Osma-98019,0,0,0,0,Lost Cause
IN-Gaje-99825,1,0,0,0,Lost Cause
IN-Pilk-71420,0,0,0,0,Lost Cause
IN-Khed-47953,1,0,0,0,Lost Cause
IN-Elam-95574,1,0,0,0,Lost Cause
IN-Manj-56056,1,0,0,0,Lost Cause
IN-Rang-58964,1,0,0,0,Lost Cause
IN-Bhub-98099,1,0,0,0,Lost Cause
IN-Narw-37748,1,0,0,0,Lost Cause
IN-Patt-58871,1,0,0,0,Lost Cause
IN-Moga-37769,1,0,0,0,Lost Cause
IN-Paro-82908,1,0,0,0,Lost Cause
IN-Elam-97824,1,0,0,0,Lost Cause
IN-Akle-58730,0,0,0,0,Lost Cause
IN-Khed-63721,1,0,0,0,Lost Cause
IN-Beta-69104,1,0,0,0,Lost Cause
IN-Kala-50294,1,0,0,0,Lost Cause
IN-Pune-53029,1,0,0,0,Lost Cause
IN-Samb-53144,1,0,0,0,Lost Cause
IN-Mala-33902,1,0,0,0,Lost Cause
IN-Uran-52288,1,0,0,0,Lost Cause
IN-Dava-39145,1,0,0,0,Lost Cause
IN-Raja-65712,1,0,0,0,Lost Cause
IN-Hald-88068,1,0,0,0,Lost Cause
IN-Bach-41910,1,0,0,0,Lost Cause
IN-Ging-89705,1,0,0,0,Lost Cause
IN-Mala-86346,1,0,0,0,Lost Cause
IN-Akle-39427,1,0,0,0,Lost Cause
IN-Kund-50572,1,0,0,0,Lost Cause
IN-Supa-38968,1,0,0,0,Lost Cause
IN-Rang-24382,1,0,0,0,Lost Cause
IN-Kund-53441,1,0,0,0,Lost Cause
IN-Cala-96088,1,0,0,0,Lost Cause
IN-Robe-73299,1,0,0,0,Lost Cause
IN-Amre-96584,1,0,0,0,Lost Cause
IN-Barp-62277,1,0,1,1,Sure Thing
IN-Deol-21766,1,0,0,0,Lost Cause
IN-Alwa-16544,1,0,0,0,Lost Cause
IN-Puja-91573,1,0,0,1,Lost Cause
IN-Kang-88474,1,0,0,0,Lost Cause
IN-Diam-4259,1,0,1,0,Persuadables
IN-Adra-4155,1,0,0,0,Lost Cause
IN-Supa-52635,0,0,0,0,Lost Cause
IN-Uran-88373,1,0,0,0,Lost Cause
IN-Ging-67027,1,0,0,0,Lost Cause
IN-Moga-51043,1,0,0,0,Lost Cause
IN-Domb-32658,1,0,0,0,Lost Cause
IN-Adra-49138,0,0,0,0,Lost Cause
IN-Barp-12516,0,0,0,0,Lost Cause
IN-Jais-63234,1,0,0,0,Lost Cause
IN-Kala-64146,1,0,0,0,Lost Cause
IN-Tali-79269,0,0,0,0,Lost Cause
IN-Barb-31063,0,0,0,0,Lost Cause
IN-Srin-99782,0,0,1,0,Dont Disturb
IN-Beta-17762,1,0,0,0,Lost Cause
IN-Patt-79977,1,0,0,0,Lost Cause
IN-Gaje-33560,1,0,0,0,Lost Cause
IN-Gari-2892,1,0,0,0,Lost Cause
IN-Chha-62819,1,0,0,0,Lost Cause
IN-Amre-47157,1,0,0,0,Lost Cause
IN-Bach-82232,1,0,0,1,Lost Cause
IN-Manj-79468,0,0,0,0,Lost Cause
IN-Raja-1966,1,0,0,0,Lost Cause
IN-Diam-62624,1,0,0,0,Lost Cause
IN-Barb-99103,1,0,0,0,Lost Cause
IN-Pudu-63837,1,0,0,0,Lost Cause
IN-Deol-17923,1,0,0,0,Lost Cause
IN-Beta-92603,1,0,0,0,Lost Cause
IN-Samb-96921,1,0,0,0,Lost Cause
IN-Amre-44894,1,0,0,1,Lost Cause
IN-Osma-13201,1,0,0,0,Lost Cause
IN-Samb-94047,0,0,0,0,Lost Cause
IN-Deol-72994,0,0,0,0,Lost Cause
IN-Jais-43595,0,0,0,0,Lost Cause
IN-Jash-84336,1,0,0,0,Lost Cause
IN-Pilk-54154,0,0,0,0,Lost Cause
IN-Robe-39213,1,0,0,0,Lost Cause
IN-Narw-74020,0,0,0,0,Lost Cause
IN-Saha-8233,0,0,0,0,Lost Cause
IN-Dals-1048,0,0,0,0,Lost Cause
IN-Amre-85791,1,0,0,0,Lost Cause
IN-Hung-13405,1,0,0,0,Lost Cause
IN-Bach-25673,1,0,0,0,Lost Cause
IN-Lete-173,1,0,0,0,Lost Cause
IN-Lete-29390,1,0,0,0,Lost Cause
IN-Kend-68605,1,0,1,0,Persuadables
IN-Madh-27469,1,0,0,0,Lost Cause
IN-Puja-14534,1,0,0,0,Lost Cause
IN-Bach-77768,1,0,1,1,Persuadables
IN-Chha-61872,0,0,0,0,Lost Cause
IN-Tiru-13307,0,0,0,0,Lost Cause
IN-Kala-55698,1,0,0,0,Lost Cause
IN-Gora-86545,1,0,0,0,Lost Cause
IN-Gari-37217,1,0,0,0,Lost Cause
IN-Hung-71165,1,0,0,0,Lost Cause
IN-Gaje-12630,1,0,0,0,Lost Cause
IN-Kend-27210,1,0,0,0,Lost Cause
IN-Gora-6341,1,0,0,0,Lost Cause
IN-Hung-2396,1,0,0,0,Lost Cause
IN-Mala-93704,1,0,0,0,Lost Cause
IN-Samb-51049,1,0,0,0,Lost Cause
IN-Pand-10552,1,0,0,0,Lost Cause
IN-Puja-95878,0,0,0,0,Lost Cause
IN-Raja-2982,1,0,0,0,Lost Cause
IN-Narw-47613,0,0,0,0,Lost Cause
IN-Elam-92764,1,0,0,0,Lost Cause
IN-Adra-6319,1,0,0,0,Lost Cause
IN-Amre-36591,1,0,0,0,Lost Cause
IN-Kash-18059,1,0,0,0,Lost Cause
IN-Dhar-85513,1,0,0,0,Lost Cause
IN-Beta-30450,1,0,0,0,Lost Cause
IN-Uran-34007,1,0,0,0,Lost Cause
IN-Gora-79472,0,0,0,0,Lost Cause
IN-Sath-37623,1,0,0,0,Lost Cause
IN-Madh-95316,1,0,0,0,Lost Cause
IN-Robe-47683,0,0,0,0,Lost Cause
IN-Lete-43903,1,0,0,0,Lost Cause
IN-Tali-47522,0,0,0,0,Lost Cause
IN-Soja-89626,1,0,0,0,Lost Cause
IN-Hung-7407,1,0,0,0,Lost Cause
IN-Tali-75956,1,0,0,0,Lost Cause
IN-Sheo-38849,0,0,0,0,Lost Cause
IN-Soja-3877,1,0,0,0,Lost Cause
IN-Alwa-88849,1,0,0,0,Lost Cause
